fips2010,State,County,cbsasub,areaname,lim50_19p1,lim50_19p2,lim50_19p3,lim50_19p4,lim50_19p5,lim50_19p6,lim50_19p7,lim50_19p8,lim120_19p1,lim120_19p2,lim120_19p3,lim120_19p4,lim120_19p5,lim120_19p6,lim120_19p7,lim120_19p8,fips2000,name
5002305650,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002305650,Berlin town
5002311125,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002311125,Cabot town
5002311350,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002311350,Calais town
5002318550,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002318550,Duxbury town
5002321925,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002321925,East Montpelier town
5002325825,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002325825,Fayston town
5002343600,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002343600,Marshfield town
5002344500,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002344500,Middlesex town
5002346000,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002346000,Montpelier city
5002346225,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002346225,Moretown town
5002350275,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002350275,Northfield town
5002355825,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002355825,Plainfield town
5002360625,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002360625,Roxbury town
5002375325,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002375325,Waitsfield town
5002376525,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002376525,Warren town
5002376975,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002376975,Waterbury town
5002385525,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002385525,Woodbury town
5002386125,50,23,NCNTY50023N50023,"Washington County, VT",27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,5002386125,Worcester town
5002501900,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002501900,Athens town
5002507900,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002507900,Brattleboro town
5002509475,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002509475,Brookline town
5002517875,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002517875,Dover town
5002518325,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002518325,Dummerston town
5002528900,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002528900,Grafton town
5002530925,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002530925,Guilford town
5002531150,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002531150,Halifax town
5002536175,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002536175,Jamaica town
5002540225,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002540225,Londonderry town
5002543375,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002543375,Marlboro town
5002548400,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002548400,Newfane town
5002557700,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002557700,Putney town
5002560250,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002560250,Rockingham town
5002565762,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002565762,Somerset town
5002570750,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002570750,Stratton town
5002573300,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002573300,Townshend town
5002574800,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002574800,Vernon town
5002576225,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002576225,Wardsboro town
5002581400,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002581400,Westminster town
5002583950,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002583950,Whitingham town
5002584700,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002584700,Wilmington town
5002584850,50,25,NCNTY50025N50025,"Windham County, VT",25800,29450,33150,36800,39750,42700,45650,48600,61800,70650,79500,88300,95400,102450,109500,116600,5002584850,Windham town
5002701300,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002701300,Andover town
5002702575,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002702575,Baltimore town
5002702725,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002702725,Barnard town
5002705800,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002705800,Bethel town
5002708275,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002708275,Bridgewater town
5002712250,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002712250,Cavendish town
5002713675,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002713675,Chester town
5002732275,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002732275,Hartford town
5002732425,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002732425,Hartland town
5002741275,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002741275,Ludlow town
5002752900,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002752900,Norwich town
5002756050,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002756050,Plymouth town
5002756350,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002756350,Pomfret town
5002758375,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002758375,Reading town
5002760100,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002760100,Rochester town
5002760850,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002760850,Royalton town
5002763775,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002763775,Sharon town
5002769550,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002769550,Springfield town
5002770375,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002770375,Stockbridge town
5002777500,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002777500,Weathersfield town
5002782000,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002782000,Weston town
5002783050,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002783050,West Windsor town
5002784925,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002784925,Windsor town
5002785975,50,27,NCNTY50027N50027,"Windsor County, VT",26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,5002785975,Woodstock town
5100199999,51,1,NCNTY51001N51001,"Accomack County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5100199999,Accomack County
5100399999,51,3,METRO16820M16820,"Charlottesville, VA HUD Metro FMR Area",31300,35800,40250,44700,48300,51900,55450,59050,75100,85800,96550,107300,115850,124450,133050,141600,5100399999,Albemarle County
5100599999,51,5,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",20900,23850,26850,29800,32200,34600,37000,39350,50050,57200,64350,71500,77250,82950,88700,94400,5100599999,Alleghany County
5100799999,51,7,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5100799999,Amelia County
5100999999,51,9,METRO31340M31340,"Lynchburg, VA MSA",24150,27600,31050,34450,37250,40000,42750,45500,57900,66150,74400,82700,89300,95900,102500,109150,5100999999,Amherst County
5101199999,51,11,METRO31340M31340,"Lynchburg, VA MSA",24150,27600,31050,34450,37250,40000,42750,45500,57900,66150,74400,82700,89300,95900,102500,109150,5101199999,Appomattox County
5101399999,51,13,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",42500,48550,54600,60650,65550,70400,75250,80100,101900,116450,131000,145550,157200,168850,180500,192150,5101399999,Arlington County
5101599999,51,15,METRO44420M44420,"Staunton-Waynesboro, VA MSA",24250,27700,31150,34600,37400,40150,42950,45700,58150,66450,74750,83050,89700,96350,102950,109600,5101599999,Augusta County
5101799999,51,17,NCNTY51017N51017,"Bath County, VA",21950,25100,28250,31350,33900,36400,38900,41400,52650,60200,67700,75250,81250,87300,93300,99300,5101799999,Bath County
5101999999,51,19,METRO31340M31340,"Lynchburg, VA MSA",24150,27600,31050,34450,37250,40000,42750,45500,57900,66150,74400,82700,89300,95900,102500,109150,5101999999,Bedford County
5102199999,51,21,NCNTY51021N51021,"Bland County, VA",22550,25750,28950,32150,34750,37300,39900,42450,54000,61750,69450,77150,83350,89500,95700,101850,5102199999,Bland County
5102399999,51,23,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",25600,29250,32900,36550,39500,42400,45350,48250,61400,70200,78950,87700,94750,101750,108750,115800,5102399999,Botetourt County
5102599999,51,25,NCNTY51025N51025,"Brunswick County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5102599999,Brunswick County
5102799999,51,27,NCNTY51027N51027,"Buchanan County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5102799999,Buchanan County
5102999999,51,29,METRO16820N51029,"Buckingham County, VA HUD Metro FMR Area",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5102999999,Buckingham County
5103199999,51,31,METRO31340M31340,"Lynchburg, VA MSA",24150,27600,31050,34450,37250,40000,42750,45500,57900,66150,74400,82700,89300,95900,102500,109150,5103199999,Campbell County
5103399999,51,33,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5103399999,Caroline County
5103599999,51,35,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5103599999,Carroll County
5103699999,51,36,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5103699999,Charles City County
5103799999,51,37,NCNTY51037N51037,"Charlotte County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5103799999,Charlotte County
5104199999,51,41,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5104199999,Chesterfield County
5104399999,51,43,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",42500,48550,54600,60650,65550,70400,75250,80100,101900,116450,131000,145550,157200,168850,180500,192150,5104399999,Clarke County
5104599999,51,45,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",25600,29250,32900,36550,39500,42400,45350,48250,61400,70200,78950,87700,94750,101750,108750,115800,5104599999,Craig County
5104799999,51,47,METRO47900N51047,"Culpeper County, VA HUD Metro FMR Area",28350,32400,36450,40500,43750,47000,50250,53500,68050,77750,87500,97200,105000,112750,120550,128300,5104799999,Culpeper County
5104999999,51,49,NCNTY51049N51049,"Cumberland County, VA",21250,24250,27300,30300,32750,35150,37600,40000,50900,58200,65450,72700,78550,84350,90150,96000,5104999999,Cumberland County
5105199999,51,51,NCNTY51051N51051,"Dickenson County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5105199999,Dickenson County
5105399999,51,53,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5105399999,Dinwiddie County
5105799999,51,57,NCNTY51057N51057,"Essex County, VA",20650,23600,26550,29450,31850,34200,36550,38900,49500,56550,63600,70700,76350,82000,87650,93300,5105799999,Essex County
5105999999,51,59,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",42500,48550,54600,60650,65550,70400,75250,80100,101900,116450,131000,145550,157200,168850,180500,192150,5105999999,Fairfax County
5106199999,51,61,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",42500,48550,54600,60650,65550,70400,75250,80100,101900,116450,131000,145550,157200,168850,180500,192150,5106199999,Fauquier County
5106399999,51,63,METRO13980N51063,"Floyd County, VA HUD Metro FMR Area",21250,24250,27300,30300,32750,35150,37600,40000,50900,58200,65450,72700,78550,84350,90150,96000,5106399999,Floyd County
5106599999,51,65,METRO16820M16820,"Charlottesville, VA HUD Metro FMR Area",31300,35800,40250,44700,48300,51900,55450,59050,75100,85800,96550,107300,115850,124450,133050,141600,5106599999,Fluvanna County
5106799999,51,67,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",22350,25550,28750,31900,34500,37050,39600,42150,53600,61250,68900,76550,82700,88800,94950,101050,5106799999,Franklin County
5106999999,51,69,METRO49020M49020,"Winchester, VA-WV MSA",25750,29400,33100,36750,39700,42650,45600,48550,61750,70550,79400,88200,95250,102300,109350,116400,5106999999,Frederick County
5107199999,51,71,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",20550,23500,26450,29350,31700,34050,36400,38750,49300,56350,63400,70450,76100,81700,87350,93000,5107199999,Giles County
5107399999,51,73,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",27800,31750,35700,39650,42850,46000,49200,52350,66600,76150,85650,95150,102750,110400,118000,125600,5107399999,Gloucester County
5107599999,51,75,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5107599999,Goochland County
5107799999,51,77,NCNTY51077N51077,"Grayson County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5107799999,Grayson County
5107999999,51,79,METRO16820M16820,"Charlottesville, VA HUD Metro FMR Area",31300,35800,40250,44700,48300,51900,55450,59050,75100,85800,96550,107300,115850,124450,133050,141600,5107999999,Greene County
5108199999,51,81,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5108199999,Greensville County
5108399999,51,83,NCNTY51083N51083,"Halifax County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5108399999,Halifax County
5108599999,51,85,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5108599999,Hanover County
5108799999,51,87,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5108799999,Henrico County
5108999999,51,89,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5108999999,Henry County
5109199999,51,91,NCNTY51091N51091,"Highland County, VA",21500,24550,27600,30650,33150,35600,38050,40500,51500,58850,66200,73550,79450,85350,91200,97100,5109199999,Highland County
5109399999,51,93,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",27800,31750,35700,39650,42850,46000,49200,52350,66600,76150,85650,95150,102750,110400,118000,125600,5109399999,Isle of Wight County
5109599999,51,95,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",27800,31750,35700,39650,42850,46000,49200,52350,66600,76150,85650,95150,102750,110400,118000,125600,5109599999,James City County
5109799999,51,97,NCNTY51097N51097,"King and Queen County, VA",21250,24250,27300,30300,32750,35150,37600,40000,50900,58200,65450,72700,78550,84350,90150,96000,5109799999,King and Queen County
5109999999,51,99,NCNTY51099N51099,"King George County, VA",34800,39800,44750,49700,53700,57700,61650,65650,83500,95400,107350,119300,128800,138350,147900,157450,5109999999,King George County
5110199999,51,101,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5110199999,King William County
5110399999,51,103,NCNTY51103N51103,"Lancaster County, VA",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,5110399999,Lancaster County
5110599999,51,105,NCNTY51105N51105,"Lee County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5110599999,Lee County
5110799999,51,107,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",42500,48550,54600,60650,65550,70400,75250,80100,101900,116450,131000,145550,157200,168850,180500,192150,5110799999,Loudoun County
5110999999,51,109,NCNTY51109N51109,"Louisa County, VA",25150,28750,32350,35900,38800,41650,44550,47400,60300,68950,77550,86150,93050,99950,106850,113750,5110999999,Louisa County
5111199999,51,111,NCNTY51111N51111,"Lunenburg County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5111199999,Lunenburg County
5111399999,51,113,NCNTY51113N51113,"Madison County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5111399999,Madison County
5111599999,51,115,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",27800,31750,35700,39650,42850,46000,49200,52350,66600,76150,85650,95150,102750,110400,118000,125600,5111599999,Mathews County
5111799999,51,117,NCNTY51117N51117,"Mecklenburg County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5111799999,Mecklenburg County
5111999999,51,119,NCNTY51119N51119,"Middlesex County, VA",22350,25550,28750,31900,34500,37050,39600,42150,53600,61250,68900,76550,82700,88800,94950,101050,5111999999,Middlesex County
5112199999,51,121,METRO13980M13980,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",26850,30700,34550,38350,41450,44500,47600,50650,64450,73650,82850,92050,99400,106750,114150,121500,5112199999,Montgomery County
5112599999,51,125,METRO16820M16820,"Charlottesville, VA HUD Metro FMR Area",31300,35800,40250,44700,48300,51900,55450,59050,75100,85800,96550,107300,115850,124450,133050,141600,5112599999,Nelson County
5112799999,51,127,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5112799999,New Kent County
5113199999,51,131,NCNTY51131N51131,"Northampton County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5113199999,Northampton County
5113399999,51,133,NCNTY51133N51133,"Northumberland County, VA",23900,27300,30700,34100,36850,39600,42300,45050,57300,65450,73650,81850,88400,94950,101500,108050,5113399999,Northumberland County
5113599999,51,135,NCNTY51135N51135,"Nottoway County, VA",20500,23400,26350,29250,31600,33950,36300,38650,49150,56150,63200,70200,75800,81450,87050,92650,5113599999,Nottoway County
5113799999,51,137,NCNTY51137N51137,"Orange County, VA",28100,32100,36100,40100,43350,46550,49750,52950,67350,77000,86600,96250,103950,111650,119350,127050,5113799999,Orange County
5113999999,51,139,NCNTY51139N51139,"Page County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5113999999,Page County
5114199999,51,141,NCNTY51141N51141,"Patrick County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5114199999,Patrick County
5114399999,51,143,NCNTY51143N51143,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5114399999,Pittsylvania County
5114599999,51,145,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5114599999,Powhatan County
5114799999,51,147,NCNTY51147N51147,"Prince Edward County, VA",20650,23600,26550,29500,31900,34250,36600,38950,49550,56650,63700,70800,76450,82150,87800,93450,5114799999,Prince Edward County
5114999999,51,149,METRO40060M40060,"Richmond, VA MSA",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,5114999999,Prince George County
5115399999,51,153,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",42500,48550,54600,60650,65550,70400,75250,80100,101900,116450,131000,145550,157200,168850,180500,192150,5115399999,Prince William County
5115599999,51,155,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",21200,24200,27250,30250,32700,35100,37550,39950,50800,58100,65350,72600,78400,84200,90000,95850,5115599999,Pulaski County
5115799999,51,157,METRO47900N51157,"Rappahannock County, VA HUD Metro FMR Area",27200,31100,35000,38850,42000,45100,48200,51300,65250,74600,83900,93250,100700,108150,115600,123100,5115799999,Rappahannock County
5115999999,51,159,NCNTY51159N51159,"Richmond County, VA",21500,24550,27600,30650,33150,35600,38050,40500,51500,58850,66200,73550,79450,85350,91200,97100,5115999999,Richmond County
5116199999,51,161,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",25600,29250,32900,36550,39500,42400,45350,48250,61400,70200,78950,87700,94750,101750,108750,115800,5116199999,Roanoke County
5116399999,51,163,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",20900,23850,26850,29800,32200,34600,37000,39350,50050,57200,64350,71500,77250,82950,88700,94400,5116399999,Rockbridge County
5116599999,51,165,METRO25500M25500,"Harrisonburg, VA MSA",24050,27500,30950,34350,37100,39850,42600,45350,57700,65950,74200,82450,89050,95650,102250,108800,5116599999,Rockingham County
5116799999,51,167,NCNTY51167N51167,"Russell County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5116799999,Russell County
5116999999,51,169,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",19300,22050,24800,27550,29800,32000,34200,36400,46300,52900,59500,66100,71400,76700,82000,87300,5116999999,Scott County
5117199999,51,171,NCNTY51171N51171,"Shenandoah County, VA",22200,25350,28500,31650,34200,36750,39250,41800,53150,60750,68350,75950,82050,88100,94200,100250,5117199999,Shenandoah County
5117399999,51,173,NCNTY51173N51173,"Smyth County, VA",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,5117399999,Smyth County
